community_area,year,primary_type,count
23,2010,CRIM SEXUAL ASSAULT,39
23,2010,CRIMINAL DAMAGE,1063
23,2010,CRIMINAL TRESPASS,178
23,2010,DECEPTIVE PRACTICE,205
23,2010,GAMBLING,76
23,2010,HOMICIDE,27
23,2010,INTERFERENCE WITH PUBLIC OFFICER,37
23,2010,INTIMIDATION,3
23,2010,KIDNAPPING,8
23,2010,LIQUOR LAW VIOLATION,18
23,2010,MOTOR VEHICLE THEFT,635
23,2010,NARCOTICS,2793
23,2010,OFFENSE INVOLVING CHILDREN,87
23,2010,OTHER OFFENSE,636
23,2010,PROSTITUTION,191
23,2010,PUBLIC PEACE VIOLATION,70
23,2010,ROBBERY,406
23,2010,SEX OFFENSE,29
23,2010,STALKING,3
23,2010,THEFT,1462
23,2010,WEAPONS VIOLATION,156
23,2011,ARSON,33
23,2011,ASSAULT,713
23,2011,BATTERY,2253
23,2011,BURGLARY,582
23,2011,CRIM SEXUAL ASSAULT,50
23,2011,CRIMINAL DAMAGE,981
23,2011,CRIMINAL TRESPASS,173
23,2011,DECEPTIVE PRACTICE,182
23,2011,GAMBLING,40
23,2011,HOMICIDE,21
23,2011,INTERFERENCE WITH PUBLIC OFFICER,53
23,2011,INTIMIDATION,7
23,2011,KIDNAPPING,4
23,2011,LIQUOR LAW VIOLATION,17
23,2011,MOTOR VEHICLE THEFT,636
23,2011,NARCOTICS,2370
23,2011,OBSCENITY,1
23,2011,OFFENSE INVOLVING CHILDREN,94
23,2011,OTHER OFFENSE,548
23,2011,PROSTITUTION,257
23,2011,PUBLIC PEACE VIOLATION,71
23,2011,ROBBERY,399
23,2011,SEX OFFENSE,28
23,2011,STALKING,4
23,2011,THEFT,1505
23,2011,WEAPONS VIOLATION,134
23,2012,ARSON,26
23,2012,ASSAULT,632
23,2012,BATTERY,2015
23,2012,BURGLARY,585
23,2012,CRIM SEXUAL ASSAULT,35
23,2012,CRIMINAL DAMAGE,1014
23,2012,CRIMINAL TRESPASS,179
23,2012,DECEPTIVE PRACTICE,209
23,2012,GAMBLING,55
23,2012,HOMICIDE,18
23,2012,INTERFERENCE WITH PUBLIC OFFICER,72
23,2012,INTIMIDATION,4
23,2012,KIDNAPPING,15
23,2012,LIQUOR LAW VIOLATION,14
23,2012,MOTOR VEHICLE THEFT,623
23,2012,NARCOTICS,2705
23,2012,OBSCENITY,3
23,2012,OFFENSE INVOLVING CHILDREN,82
23,2012,OTHER OFFENSE,490
23,2012,PROSTITUTION,190
23,2012,PUBLIC PEACE VIOLATION,58
23,2012,ROBBERY,447
23,2012,SEX OFFENSE,24
23,2012,STALKING,4
23,2012,THEFT,1573
23,2012,WEAPONS VIOLATION,144
23,2013,ARSON,18
23,2013,ASSAULT,552
23,2013,BATTERY,1827
23,2013,BURGLARY,433
23,2013,CRIM SEXUAL ASSAULT,44
23,2013,CRIMINAL DAMAGE,814
23,2013,CRIMINAL TRESPASS,165
23,2013,DECEPTIVE PRACTICE,192
23,2013,GAMBLING,41
23,2013,HOMICIDE,14
23,2013,INTERFERENCE WITH PUBLIC OFFICER,82
23,2013,INTIMIDATION,5
23,2013,KIDNAPPING,9
23,2013,LIQUOR LAW VIOLATION,16
23,2013,MOTOR VEHICLE THEFT,343
23,2013,NARCOTICS,2864
23,2013,OFFENSE INVOLVING CHILDREN,78
23,2013,OTHER OFFENSE,528
23,2013,PROSTITUTION,130
23,2013,PUBLIC PEACE VIOLATION,115
23,2013,ROBBERY,379
23,2013,SEX OFFENSE,25
23,2013,STALKING,4
23,2013,THEFT,1455
23,2013,WEAPONS VIOLATION,124
23,2014,ARSON,14
23,2014,ASSAULT,532
23,2014,BATTERY,1694
23,2014,BURGLARY,287
23,2014,CONCEALED CARRY LICENSE VIOLATION,1
23,2014,CRIM SEXUAL ASSAULT,44
23,2014,CRIMINAL DAMAGE,712
23,2014,CRIMINAL TRESPASS,153
23,2014,DECEPTIVE PRACTICE,293
23,2014,GAMBLING,34
23,2014,HOMICIDE,26
23,2014,INTERFERENCE WITH PUBLIC OFFICER,88
23,2014,INTIMIDATION,1
23,2014,KIDNAPPING,5
23,2014,LIQUOR LAW VIOLATION,10
23,2014,MOTOR VEHICLE THEFT,330
23,2014,NARCOTICS,2544
23,2014,OBSCENITY,1
23,2014,OFFENSE INVOLVING CHILDREN,97
23,2014,OTHER NARCOTIC VIOLATION,1
23,2014,OTHER OFFENSE,598
23,2014,PROSTITUTION,118
23,2014,PUBLIC PEACE VIOLATION,97
23,2014,ROBBERY,318
23,2014,SEX OFFENSE,18
23,2014,STALKING,1
23,2014,THEFT,1103
23,2014,WEAPONS VIOLATION,108
23,2015,ARSON,17
23,2015,ASSAULT,561
23,2015,BATTERY,1702
23,2015,BURGLARY,287
23,2015,CRIM SEXUAL ASSAULT,46
23,2015,CRIMINAL DAMAGE,756
23,2015,CRIMINAL TRESPASS,135
23,2015,DECEPTIVE PRACTICE,285
23,2015,GAMBLING,24
23,2015,HOMICIDE,18
23,2015,INTERFERENCE WITH PUBLIC OFFICER,57
23,2015,INTIMIDATION,3
23,2015,KIDNAPPING,1
23,2015,LIQUOR LAW VIOLATION,7
23,2015,MOTOR VEHICLE THEFT,324
23,2015,NARCOTICS,1642
23,2015,OFFENSE INVOLVING CHILDREN,80
23,2015,OTHER NARCOTIC VIOLATION,1
23,2015,OTHER OFFENSE,574
23,2015,PROSTITUTION,88
23,2015,PUBLIC PEACE VIOLATION,82
23,2015,ROBBERY,310
23,2015,SEX OFFENSE,31
23,2015,STALKING,11
23,2015,THEFT,1035
23,2015,WEAPONS VIOLATION,123
23,2016,ARSON,16
23,2016,ASSAULT,606
23,2016,BATTERY,1679
23,2016,BURGLARY,328
23,2016,CRIM SEXUAL ASSAULT,45
23,2016,CRIMINAL DAMAGE,835
23,2016,CRIMINAL TRESPASS,132
23,2016,DECEPTIVE PRACTICE,290
23,2016,GAMBLING,9
23,2016,HOMICIDE,29
23,2016,HUMAN TRAFFICKING,1
23,2016,INTERFERENCE WITH PUBLIC OFFICER,40
23,2016,INTIMIDATION,8
23,2016,KIDNAPPING,7
23,2016,LIQUOR LAW VIOLATION,2
23,2016,MOTOR VEHICLE THEFT,406
23,2016,NARCOTICS,1013
23,2016,NON - CRIMINAL,1
23,2016,OFFENSE INVOLVING CHILDREN,82
23,2016,OTHER OFFENSE,510
23,2016,PROSTITUTION,72
23,2016,PUBLIC INDECENCY,1
23,2016,PUBLIC PEACE VIOLATION,54
23,2016,ROBBERY,410
23,2016,SEX OFFENSE,29
23,2016,THEFT,1275
23,2016,WEAPONS VIOLATION,138
23,2017,ARSON,19
23,2017,ASSAULT,659
23,2017,BATTERY,1567
23,2017,BURGLARY,324
23,2017,CRIM SEXUAL ASSAULT,59
23,2017,CRIMINAL DAMAGE,808
23,2017,CRIMINAL TRESPASS,152
23,2017,DECEPTIVE PRACTICE,330
23,2017,GAMBLING,21
23,2017,HOMICIDE,30
23,2017,INTERFERENCE WITH PUBLIC OFFICER,52
23,2017,INTIMIDATION,5
23,2017,KIDNAPPING,4
23,2017,LIQUOR LAW VIOLATION,2
23,2017,MOTOR VEHICLE THEFT,390
23,2017,NARCOTICS,1147
23,2017,NON-CRIMINAL,1
23,2017,NON-CRIMINAL (SUBJECT SPECIFIED),1
23,2017,OBSCENITY,2
23,2017,OFFENSE INVOLVING CHILDREN,84
23,2017,OTHER NARCOTIC VIOLATION,1
23,2017,OTHER OFFENSE,480
23,2017,PROSTITUTION,16
23,2017,PUBLIC INDECENCY,1
23,2017,PUBLIC PEACE VIOLATION,65
23,2017,ROBBERY,401
23,2017,SEX OFFENSE,34
23,2017,STALKING,1
23,2017,THEFT,1210
23,2017,WEAPONS VIOLATION,190
23,2018,ARSON,12
23,2018,ASSAULT,618
23,2018,BATTERY,1620
23,2018,BURGLARY,273
23,2018,CONCEALED CARRY LICENSE VIOLATION,1
23,2018,CRIM SEXUAL ASSAULT,36
23,2018,CRIMINAL DAMAGE,620
23,2018,CRIMINAL TRESPASS,143
23,2018,DECEPTIVE PRACTICE,258
23,2018,GAMBLING,35
23,2018,HOMICIDE,21
23,2018,INTERFERENCE WITH PUBLIC OFFICER,74
23,2018,KIDNAPPING,1
23,2018,LIQUOR LAW VIOLATION,10
23,2018,MOTOR VEHICLE THEFT,278
23,2018,NARCOTICS,1710
23,2018,NON-CRIMINAL (SUBJECT SPECIFIED),1
23,2018,OBSCENITY,1
23,2018,OFFENSE INVOLVING CHILDREN,61
23,2018,OTHER OFFENSE,499
23,2018,PROSTITUTION,13
23,2018,PUBLIC PEACE VIOLATION,75
23,2018,ROBBERY,342
23,2018,SEX OFFENSE,23
23,2018,STALKING,3
23,2018,THEFT,1051
23,2018,WEAPONS VIOLATION,274
24,2010,ARSON,15
24,2010,ASSAULT,511
24,2010,BATTERY,1515
24,2010,BURGLARY,822
24,2010,CRIM SEXUAL ASSAULT,25
24,2010,CRIMINAL DAMAGE,1497
24,2010,CRIMINAL TRESPASS,208
24,2010,DECEPTIVE PRACTICE,420
24,2010,GAMBLING,4
24,2010,HOMICIDE,3
24,2010,INTERFERENCE WITH PUBLIC OFFICER,10
24,2010,INTIMIDATION,4
24,2010,KIDNAPPING,8
24,2010,LIQUOR LAW VIOLATION,41
24,2010,MOTOR VEHICLE THEFT,625
24,2010,NARCOTICS,608
24,2010,OBSCENITY,1
24,2010,OFFENSE INVOLVING CHILDREN,39
24,2010,OTHER OFFENSE,408
24,2010,PROSTITUTION,82
24,2010,PUBLIC PEACE VIOLATION,60
24,2010,ROBBERY,409
24,2010,SEX OFFENSE,38
24,2010,STALKING,7
24,2010,THEFT,3942
24,2010,WEAPONS VIOLATION,60
24,2011,ARSON,10
24,2011,ASSAULT,524
24,2011,BATTERY,1329
24,2011,BURGLARY,919
24,2011,CRIM SEXUAL ASSAULT,28
24,2011,CRIMINAL DAMAGE,1317
24,2011,CRIMINAL TRESPASS,176
24,2011,DECEPTIVE PRACTICE,338
24,2011,GAMBLING,4
24,2011,HOMICIDE,3
24,2011,INTERFERENCE WITH PUBLIC OFFICER,14
24,2011,INTIMIDATION,7
24,2011,KIDNAPPING,2
24,2011,LIQUOR LAW VIOLATION,51
24,2011,MOTOR VEHICLE THEFT,633
24,2011,NARCOTICS,520
24,2011,OBSCENITY,1
24,2011,OFFENSE INVOLVING CHILDREN,38
24,2011,OTHER OFFENSE,400
24,2011,PROSTITUTION,35
24,2011,PUBLIC PEACE VIOLATION,46
24,2011,ROBBERY,372
24,2011,SEX OFFENSE,32
24,2011,STALKING,7
24,2011,THEFT,3280
24,2011,WEAPONS VIOLATION,57
24,2012,ARSON,9
24,2012,ASSAULT,461
24,2012,BATTERY,1251
24,2012,BURGLARY,892
24,2012,CRIM SEXUAL ASSAULT,31
24,2012,CRIMINAL DAMAGE,1171
24,2012,CRIMINAL TRESPASS,219
24,2012,DECEPTIVE PRACTICE,313
24,2012,HOMICIDE,6
24,2012,INTERFERENCE WITH PUBLIC OFFICER,24
24,2012,INTIMIDATION,5
24,2012,KIDNAPPING,8
24,2012,LIQUOR LAW VIOLATION,32
24,2012,MOTOR VEHICLE THEFT,640
24,2012,NARCOTICS,485
24,2012,OFFENSE INVOLVING CHILDREN,51
24,2012,OTHER OFFENSE,383
24,2012,PROSTITUTION,12
24,2012,PUBLIC PEACE VIOLATION,49
24,2012,ROBBERY,385
24,2012,SEX OFFENSE,44
24,2012,STALKING,7
24,2012,THEFT,3162
24,2012,WEAPONS VIOLATION,47
24,2013,ARSON,9
24,2013,ASSAULT,358
24,2013,BATTERY,1100
24,2013,BURGLARY,782
24,2013,CRIM SEXUAL ASSAULT,30
24,2013,CRIMINAL DAMAGE,954
24,2013,CRIMINAL TRESPASS,128
24,2013,DECEPTIVE PRACTICE,330
24,2013,GAMBLING,3
24,2013,HOMICIDE,8
24,2013,INTERFERENCE WITH PUBLIC OFFICER,13
24,2013,INTIMIDATION,1
24,2013,KIDNAPPING,4
24,2013,LIQUOR LAW VIOLATION,27
24,2013,MOTOR VEHICLE THEFT,527
24,2013,NARCOTICS,289
24,2013,NON - CRIMINAL,1
24,2013,OFFENSE INVOLVING CHILDREN,33
24,2013,OTHER OFFENSE,304
24,2013,PROSTITUTION,9
24,2013,PUBLIC PEACE VIOLATION,60
24,2013,ROBBERY,313
24,2013,SEX OFFENSE,20
24,2013,STALKING,4
24,2013,THEFT,2875
24,2013,WEAPONS VIOLATION,31
24,2014,ARSON,8
24,2014,ASSAULT,339
24,2014,BATTERY,1005
24,2014,BURGLARY,685
24,2014,CRIM SEXUAL ASSAULT,30
24,2014,CRIMINAL DAMAGE,839
24,2014,CRIMINAL TRESPASS,154
24,2014,DECEPTIVE PRACTICE,402
24,2014,HOMICIDE,5
24,2014,INTERFERENCE WITH PUBLIC OFFICER,9
24,2014,INTIMIDATION,3
24,2014,KIDNAPPING,1
24,2014,LIQUOR LAW VIOLATION,21
24,2014,MOTOR VEHICLE THEFT,322
24,2014,NARCOTICS,177
24,2014,OBSCENITY,1
24,2014,OFFENSE INVOLVING CHILDREN,46
24,2014,OTHER OFFENSE,299
24,2014,PROSTITUTION,11
24,2014,PUBLIC PEACE VIOLATION,27
24,2014,ROBBERY,260
24,2014,SEX OFFENSE,21
24,2014,STALKING,4
24,2014,THEFT,2660
24,2014,WEAPONS VIOLATION,17
24,2015,ARSON,10
24,2015,ASSAULT,303
24,2015,BATTERY,943
24,2015,BURGLARY,472
24,2015,CRIM SEXUAL ASSAULT,28
24,2015,CRIMINAL DAMAGE,855
24,2015,CRIMINAL TRESPASS,118
24,2015,DECEPTIVE PRACTICE,432
24,2015,HOMICIDE,5
24,2015,INTERFERENCE WITH PUBLIC OFFICER,10
24,2015,INTIMIDATION,3
24,2015,LIQUOR LAW VIOLATION,13
24,2015,MOTOR VEHICLE THEFT,370
24,2015,NARCOTICS,206
24,2015,NON-CRIMINAL,2
24,2015,OBSCENITY,1
24,2015,OFFENSE INVOLVING CHILDREN,25
24,2015,OTHER OFFENSE,304
24,2015,PROSTITUTION,5
24,2015,PUBLIC PEACE VIOLATION,37
24,2015,ROBBERY,234
24,2015,SEX OFFENSE,29
24,2015,THEFT,2641
24,2015,WEAPONS VIOLATION,39
24,2016,ARSON,4
24,2016,ASSAULT,395
24,2016,BATTERY,982
24,2016,BURGLARY,560
24,2016,CRIM SEXUAL ASSAULT,32
24,2016,CRIMINAL DAMAGE,1034
24,2016,CRIMINAL TRESPASS,184
24,2016,DECEPTIVE PRACTICE,525
24,2016,HOMICIDE,10
24,2016,INTERFERENCE WITH PUBLIC OFFICER,11
24,2016,INTIMIDATION,2
24,2016,KIDNAPPING,2
24,2016,LIQUOR LAW VIOLATION,9
24,2016,MOTOR VEHICLE THEFT,423
24,2016,NARCOTICS,89
24,2016,NON-CRIMINAL,2
24,2016,OBSCENITY,2
24,2016,OFFENSE INVOLVING CHILDREN,23
24,2016,OTHER OFFENSE,271
24,2016,PROSTITUTION,4
24,2016,PUBLIC PEACE VIOLATION,20
24,2016,ROBBERY,387
24,2016,SEX OFFENSE,23
24,2016,STALKING,12
24,2016,THEFT,3213
24,2016,WEAPONS VIOLATION,27
24,2017,ARSON,7
24,2017,ASSAULT,440
24,2017,BATTERY,963
24,2017,BURGLARY,652
24,2017,CONCEALED CARRY LICENSE VIOLATION,1
24,2017,CRIM SEXUAL ASSAULT,49
24,2017,CRIMINAL DAMAGE,890
24,2017,CRIMINAL TRESPASS,173
24,2017,DECEPTIVE PRACTICE,626
24,2017,HOMICIDE,7
24,2017,HUMAN TRAFFICKING,1
24,2017,INTERFERENCE WITH PUBLIC OFFICER,7
24,2017,INTIMIDATION,4
24,2017,KIDNAPPING,1
24,2017,LIQUOR LAW VIOLATION,14
24,2017,MOTOR VEHICLE THEFT,442
24,2017,NARCOTICS,76
24,2017,OFFENSE INVOLVING CHILDREN,44
24,2017,OTHER OFFENSE,309
24,2017,PROSTITUTION,2
24,2017,PUBLIC PEACE VIOLATION,18
24,2017,ROBBERY,425
24,2017,SEX OFFENSE,20
24,2017,STALKING,1
24,2017,THEFT,3103
24,2017,WEAPONS VIOLATION,49
24,2018,ARSON,3
24,2018,ASSAULT,444
24,2018,BATTERY,874
24,2018,BURGLARY,500
24,2018,CONCEALED CARRY LICENSE VIOLATION,1
24,2018,CRIM SEXUAL ASSAULT,50
24,2018,CRIMINAL DAMAGE,795
24,2018,CRIMINAL TRESPASS,164
24,2018,DECEPTIVE PRACTICE,595
24,2018,HOMICIDE,8
24,2018,INTERFERENCE WITH PUBLIC OFFICER,14
24,2018,INTIMIDATION,4
24,2018,KIDNAPPING,1
24,2018,LIQUOR LAW VIOLATION,12
24,2018,MOTOR VEHICLE THEFT,289
24,2018,NARCOTICS,57
24,2018,OBSCENITY,5
24,2018,OFFENSE INVOLVING CHILDREN,26
24,2018,OTHER OFFENSE,278
24,2018,PROSTITUTION,4
24,2018,PUBLIC INDECENCY,2
24,2018,PUBLIC PEACE VIOLATION,31
24,2018,ROBBERY,287
24,2018,SEX OFFENSE,37
24,2018,STALKING,7
24,2018,THEFT,2772
24,2018,WEAPONS VIOLATION,49
25,2010,ARSON,22
25,2010,ASSAULT,1285
25,2010,BATTERY,4372
25,2010,BURGLARY,1495
25,2010,CRIM SEXUAL ASSAULT,101
25,2010,CRIMINAL DAMAGE,1940
25,2010,CRIMINAL TRESPASS,403
25,2010,DECEPTIVE PRACTICE,546
25,2010,GAMBLING,234
25,2010,HOMICIDE,23
25,2010,INTERFERENCE WITH PUBLIC OFFICER,86
25,2010,INTIMIDATION,6
25,2010,KIDNAPPING,20
25,2010,LIQUOR LAW VIOLATION,39
25,2010,MOTOR VEHICLE THEFT,849
25,2010,NARCOTICS,6251
25,2010,OBSCENITY,2
25,2010,OFFENSE INVOLVING CHILDREN,138
25,2010,OTHER OFFENSE,1428
25,2010,PROSTITUTION,257
25,2010,PUBLIC PEACE VIOLATION,190
25,2010,ROBBERY,1216
25,2010,SEX OFFENSE,51
25,2010,STALKING,8
25,2010,THEFT,3050
25,2010,WEAPONS VIOLATION,285
25,2011,ARSON,31
25,2011,ASSAULT,1256
25,2011,BATTERY,4038
25,2011,BURGLARY,1430
25,2011,CRIM SEXUAL ASSAULT,99
25,2011,CRIMINAL DAMAGE,1886
25,2011,CRIMINAL TRESPASS,434
25,2011,DECEPTIVE PRACTICE,524
25,2011,GAMBLING,149
25,2011,HOMICIDE,30
25,2011,INTERFERENCE WITH PUBLIC OFFICER,131
25,2011,INTIMIDATION,6
25,2011,KIDNAPPING,15
25,2011,LIQUOR LAW VIOLATION,16
25,2011,MOTOR VEHICLE THEFT,816
25,2011,NARCOTICS,5472
25,2011,OBSCENITY,1
25,2011,OFFENSE INVOLVING CHILDREN,149
25,2011,OTHER OFFENSE,1243
25,2011,PROSTITUTION,239
25,2011,PUBLIC PEACE VIOLATION,165
25,2011,ROBBERY,1090
25,2011,SEX OFFENSE,58
25,2011,STALKING,3
25,2011,THEFT,3166
25,2011,WEAPONS VIOLATION,275
25,2012,ARSON,37
25,2012,ASSAULT,1262
25,2012,BATTERY,4230
25,2012,BURGLARY,1100
25,2012,CRIM SEXUAL ASSAULT,94
25,2012,CRIMINAL DAMAGE,1744
25,2012,CRIMINAL TRESPASS,333
25,2012,DECEPTIVE PRACTICE,505
25,2012,GAMBLING,165
25,2012,HOMICIDE,36
25,2012,INTERFERENCE WITH PUBLIC OFFICER,120
25,2012,INTIMIDATION,5
25,2012,KIDNAPPING,20
25,2012,LIQUOR LAW VIOLATION,25
25,2012,MOTOR VEHICLE THEFT,826
25,2012,NARCOTICS,4614
25,2012,OBSCENITY,2
25,2012,OFFENSE INVOLVING CHILDREN,145
25,2012,OTHER OFFENSE,1042
25,2012,PROSTITUTION,332
25,2012,PUBLIC PEACE VIOLATION,173
25,2012,ROBBERY,973
25,2012,SEX OFFENSE,62
25,2012,STALKING,4
25,2012,THEFT,3276
25,2012,WEAPONS VIOLATION,232
25,2013,ARSON,21
25,2013,ASSAULT,1140
25,2013,BATTERY,3997
25,2013,BURGLARY,728
25,2013,CRIM SEXUAL ASSAULT,68
25,2013,CRIMINAL DAMAGE,1571
25,2013,CRIMINAL TRESPASS,353
25,2013,DECEPTIVE PRACTICE,520
25,2013,GAMBLING,105
25,2013,HOMICIDE,31
25,2013,INTERFERENCE WITH PUBLIC OFFICER,136
25,2013,INTIMIDATION,6
25,2013,KIDNAPPING,16
25,2013,LIQUOR LAW VIOLATION,12
25,2013,MOTOR VEHICLE THEFT,633
25,2013,NARCOTICS,4826
25,2013,OBSCENITY,2
25,2013,OFFENSE INVOLVING CHILDREN,128
25,2013,OTHER OFFENSE,1182
25,2013,PROSTITUTION,288
25,2013,PUBLIC PEACE VIOLATION,173
25,2013,ROBBERY,745
25,2013,SEX OFFENSE,52
25,2013,STALKING,8
25,2013,THEFT,3255
25,2013,WEAPONS VIOLATION,249
25,2014,ARSON,22
25,2014,ASSAULT,1147
25,2014,BATTERY,3649
25,2014,BURGLARY,595
25,2014,CONCEALED CARRY LICENSE VIOLATION,2
25,2014,CRIM SEXUAL ASSAULT,83
25,2014,CRIMINAL DAMAGE,1422
25,2014,CRIMINAL TRESPASS,465
25,2014,DECEPTIVE PRACTICE,754
25,2014,GAMBLING,91
25,2014,HOMICIDE,37
25,2014,INTERFERENCE WITH PUBLIC OFFICER,164
25,2014,INTIMIDATION,6
25,2014,KIDNAPPING,16
25,2014,LIQUOR LAW VIOLATION,10
25,2014,MOTOR VEHICLE THEFT,640
25,2014,NARCOTICS,4126
25,2014,OFFENSE INVOLVING CHILDREN,143
25,2014,OTHER NARCOTIC VIOLATION,1
25,2014,OTHER OFFENSE,1184
25,2014,PROSTITUTION,493
25,2014,PUBLIC PEACE VIOLATION,215
25,2014,ROBBERY,758
25,2014,SEX OFFENSE,36
25,2014,STALKING,8
25,2014,THEFT,2509
25,2014,WEAPONS VIOLATION,220
25,2015,ARSON,35
25,2015,ASSAULT,1096
25,2015,BATTERY,3564
25,2015,BURGLARY,479
25,2015,CONCEALED CARRY LICENSE VIOLATION,3
25,2015,CRIM SEXUAL ASSAULT,105
25,2015,CRIMINAL DAMAGE,1542
25,2015,CRIMINAL TRESPASS,354
25,2015,DECEPTIVE PRACTICE,846
25,2015,GAMBLING,46
25,2015,HOMICIDE,50
25,2015,HUMAN TRAFFICKING,1
25,2015,INTERFERENCE WITH PUBLIC OFFICER,150
25,2015,INTIMIDATION,8
25,2015,KIDNAPPING,7
25,2015,LIQUOR LAW VIOLATION,5
25,2015,MOTOR VEHICLE THEFT,655
25,2015,NARCOTICS,3272
25,2015,NON - CRIMINAL,1
25,2015,NON-CRIMINAL,1
25,2015,OBSCENITY,5
25,2015,OFFENSE INVOLVING CHILDREN,154
25,2015,OTHER NARCOTIC VIOLATION,1
25,2015,OTHER OFFENSE,1251
25,2015,PROSTITUTION,324
25,2015,PUBLIC INDECENCY,1
25,2015,PUBLIC PEACE VIOLATION,170
25,2015,ROBBERY,771
25,2015,SEX OFFENSE,42
25,2015,STALKING,9
25,2015,THEFT,2174
25,2015,WEAPONS VIOLATION,266
25,2016,ARSON,44
25,2016,ASSAULT,1236
25,2016,BATTERY,3682
25,2016,BURGLARY,499
25,2016,CONCEALED CARRY LICENSE VIOLATION,1
25,2016,CRIM SEXUAL ASSAULT,97
25,2016,CRIMINAL DAMAGE,1820
25,2016,CRIMINAL TRESPASS,317
25,2016,DECEPTIVE PRACTICE,752
25,2016,GAMBLING,42
25,2016,HOMICIDE,88
25,2016,HUMAN TRAFFICKING,1
25,2016,INTERFERENCE WITH PUBLIC OFFICER,91
25,2016,INTIMIDATION,1
25,2016,KIDNAPPING,4
25,2016,LIQUOR LAW VIOLATION,3
25,2016,MOTOR VEHICLE THEFT,790
25,2016,NARCOTICS,1877
25,2016,NON-CRIMINAL,1
25,2016,OBSCENITY,1
25,2016,OFFENSE INVOLVING CHILDREN,152
25,2016,OTHER OFFENSE,1225
25,2016,PROSTITUTION,350
25,2016,PUBLIC INDECENCY,1
25,2016,PUBLIC PEACE VIOLATION,116
25,2016,ROBBERY,856
25,2016,SEX OFFENSE,53
25,2016,STALKING,4
25,2016,THEFT,2309
25,2016,WEAPONS VIOLATION,333
25,2017,ARSON,23
25,2017,ASSAULT,1198
25,2017,BATTERY,3346
25,2017,BURGLARY,522
25,2017,CONCEALED CARRY LICENSE VIOLATION,5
25,2017,CRIM SEXUAL ASSAULT,96
25,2017,CRIMINAL DAMAGE,1668
25,2017,CRIMINAL TRESPASS,265
25,2017,DECEPTIVE PRACTICE,818
25,2017,GAMBLING,22
25,2017,HOMICIDE,82
25,2017,HUMAN TRAFFICKING,1
25,2017,INTERFERENCE WITH PUBLIC OFFICER,100
25,2017,INTIMIDATION,6
25,2017,KIDNAPPING,10
25,2017,LIQUOR LAW VIOLATION,10
25,2017,MOTOR VEHICLE THEFT,730
25,2017,NARCOTICS,1461
25,2017,NON-CRIMINAL,1
25,2017,OBSCENITY,4
25,2017,OFFENSE INVOLVING CHILDREN,125
25,2017,OTHER OFFENSE,1134
25,2017,PROSTITUTION,172
25,2017,PUBLIC INDECENCY,1
25,2017,PUBLIC PEACE VIOLATION,117
25,2017,ROBBERY,831
25,2017,SEX OFFENSE,47
25,2017,STALKING,4
25,2017,THEFT,2144
25,2017,WEAPONS VIOLATION,445
25,2018,ARSON,38
25,2018,ASSAULT,1224
25,2018,BATTERY,3376
25,2018,BURGLARY,496
25,2018,CONCEALED CARRY LICENSE VIOLATION,2
25,2018,CRIM SEXUAL ASSAULT,117
25,2018,CRIMINAL DAMAGE,1418
25,2018,CRIMINAL TRESPASS,312
25,2018,DECEPTIVE PRACTICE,723
25,2018,GAMBLING,27
25,2018,HOMICIDE,56
25,2018,HUMAN TRAFFICKING,2
25,2018,INTERFERENCE WITH PUBLIC OFFICER,99
25,2018,INTIMIDATION,5
25,2018,KIDNAPPING,10
25,2018,LIQUOR LAW VIOLATION,10
25,2018,MOTOR VEHICLE THEFT,661
25,2018,NARCOTICS,1363
25,2018,NON-CRIMINAL,1
25,2018,OBSCENITY,4
25,2018,OFFENSE INVOLVING CHILDREN,146
25,2018,OTHER OFFENSE,1064
25,2018,PROSTITUTION,210
25,2018,PUBLIC PEACE VIOLATION,114
25,2018,ROBBERY,780
25,2018,SEX OFFENSE,63
25,2018,STALKING,8
25,2018,THEFT,2302
25,2018,WEAPONS VIOLATION,427
26,2010,ARSON,7
26,2010,ASSAULT,346
26,2010,BATTERY,1292
26,2010,BURGLARY,230
26,2010,CRIM SEXUAL ASSAULT,26
26,2010,CRIMINAL DAMAGE,487
26,2010,CRIMINAL TRESPASS,102
26,2010,DECEPTIVE PRACTICE,270
26,2010,GAMBLING,34
26,2010,HOMICIDE,18
26,2010,INTERFERENCE WITH PUBLIC OFFICER,16
26,2010,INTIMIDATION,1
26,2010,KIDNAPPING,6
26,2010,LIQUOR LAW VIOLATION,10
26,2010,MOTOR VEHICLE THEFT,245
26,2010,NARCOTICS,1648
26,2010,OFFENSE INVOLVING CHILDREN,30
26,2010,OTHER OFFENSE,248
26,2010,PROSTITUTION,113
26,2010,PUBLIC PEACE VIOLATION,18
26,2010,ROBBERY,303
26,2010,SEX OFFENSE,13
26,2010,STALKING,1
26,2010,THEFT,828
26,2010,WEAPONS VIOLATION,86
26,2011,ARSON,5
26,2011,ASSAULT,361
26,2011,BATTERY,1273
26,2011,BURGLARY,200
26,2011,CRIM SEXUAL ASSAULT,20
26,2011,CRIMINAL DAMAGE,434
26,2011,CRIMINAL TRESPASS,90
26,2011,DECEPTIVE PRACTICE,215
26,2011,GAMBLING,24
26,2011,HOMICIDE,15
26,2011,INTERFERENCE WITH PUBLIC OFFICER,38
26,2011,INTIMIDATION,1
26,2011,KIDNAPPING,7
26,2011,LIQUOR LAW VIOLATION,17
